Date	Temperature [°C]
'29-Aug-2023 09:43:50'	28.38
'29-Aug-2023 10:43:50'	28.267
'29-Aug-2023 11:43:50'	28.267
'29-Aug-2023 12:43:50'	28.378
'29-Aug-2023 13:43:50'	28.49
'29-Aug-2023 14:43:50'	28.602
'29-Aug-2023 15:43:50'	28.602
'29-Aug-2023 16:43:50'	28.601
'29-Aug-2023 17:43:50'	28.602
'29-Aug-2023 18:43:50'	28.546
'29-Aug-2023 19:43:50'	28.49
'29-Aug-2023 20:43:50'	28.49
'29-Aug-2023 21:43:50'	28.434
'29-Aug-2023 22:43:50'	28.378
'29-Aug-2023 23:43:50'	28.322
'30-Aug-2023 00:43:50'	28.267
'30-Aug-2023 01:43:50'	28.266
'30-Aug-2023 02:43:50'	28.211
'30-Aug-2023 03:43:50'	28.155
'30-Aug-2023 04:43:50'	28.099
'30-Aug-2023 05:43:50'	28.099
'30-Aug-2023 06:43:50'	28.043
'30-Aug-2023 07:43:50'	27.987
'30-Aug-2023 08:43:50'	28.043
'30-Aug-2023 09:43:50'	27.708
'30-Aug-2023 10:43:50'	27.596
'30-Aug-2023 11:43:50'	27.707
'30-Aug-2023 12:43:50'	27.652
'30-Aug-2023 13:43:50'	27.987
'30-Aug-2023 14:43:50'	28.043
'30-Aug-2023 15:43:50'	28.043
'30-Aug-2023 16:43:50'	28.099
'30-Aug-2023 17:43:50'	28.074
'30-Aug-2023 18:43:50'	28.044
'30-Aug-2023 19:43:50'	28.098
'30-Aug-2023 20:43:50'	27.987
'30-Aug-2023 21:43:50'	27.987
'30-Aug-2023 22:43:50'	27.875
'30-Aug-2023 23:43:50'	27.82
'31-Aug-2023 00:43:50'	27.763
'31-Aug-2023 01:43:50'	27.707
'31-Aug-2023 02:43:50'	27.651
'31-Aug-2023 03:43:50'	27.54
'31-Aug-2023 04:43:50'	27.539
'31-Aug-2023 05:43:50'	27.428
'31-Aug-2023 06:43:50'	27.428
'31-Aug-2023 07:43:50'	27.315
'31-Aug-2023 08:43:50'	27.372
'01-Sep-2023 09:43:51'	27.147
'01-Sep-2023 10:43:50'	26.98
'01-Sep-2023 11:43:50'	27.203
'01-Sep-2023 12:43:50'	27.091
'01-Sep-2023 13:43:50'	27.372
'01-Sep-2023 14:43:50'	27.427
'01-Sep-2023 15:43:50'	27.427
'01-Sep-2023 16:43:50'	27.539
'01-Sep-2023 17:43:50'	27.596
'01-Sep-2023 18:43:50'	27.539
'01-Sep-2023 19:43:50'	27.483
'01-Sep-2023 20:43:50'	27.371
'01-Sep-2023 21:43:50'	27.315
'01-Sep-2023 22:43:50'	27.315
'01-Sep-2023 23:43:50'	27.259
'02-Sep-2023 00:43:50'	27.195
'02-Sep-2023 01:43:50'	27.091
'02-Sep-2023 02:43:50'	27.036
'02-Sep-2023 03:43:50'	26.98
'02-Sep-2023 04:43:50'	26.924
'02-Sep-2023 05:43:50'	26.926
'02-Sep-2023 06:43:50'	26.81
'02-Sep-2023 07:43:50'	26.757
'02-Sep-2023 08:43:50'	26.756
'02-Sep-2023 09:43:50'	26.868
'02-Sep-2023 10:43:50'	26.757
'02-Sep-2023 11:43:50'	27.036
'02-Sep-2023 12:43:50'	26.98
'02-Sep-2023 13:43:50'	27.147
'02-Sep-2023 14:43:50'	27.203
'02-Sep-2023 15:43:50'	27.259
'02-Sep-2023 16:43:50'	27.259
'02-Sep-2023 17:43:50'	27.259
'02-Sep-2023 18:43:50'	27.315
'02-Sep-2023 19:43:50'	27.259
'02-Sep-2023 20:43:50'	27.259
'02-Sep-2023 21:43:50'	27.26
'02-Sep-2023 22:43:50'	27.091
'02-Sep-2023 23:43:50'	27.092
'03-Sep-2023 00:43:50'	27.036
'03-Sep-2023 01:43:50'	27.036
'03-Sep-2023 02:43:50'	26.98
'03-Sep-2023 03:43:50'	26.924
'03-Sep-2023 04:43:50'	26.869
'03-Sep-2023 05:43:50'	26.869
'03-Sep-2023 06:43:50'	26.757
'03-Sep-2023 07:43:50'	26.757
'03-Sep-2023 08:43:50'	26.758
'03-Sep-2023 09:43:50'	26.757
'03-Sep-2023 10:43:50'	26.702
'03-Sep-2023 11:43:50'	26.757
'03-Sep-2023 12:43:50'	27.091
'03-Sep-2023 13:43:50'	27.091
'03-Sep-2023 14:43:50'	27.148
'03-Sep-2023 15:43:50'	27.092
'03-Sep-2023 16:43:50'	26.981
'03-Sep-2023 17:43:50'	27.035
'03-Sep-2023 18:43:50'	27.204
'03-Sep-2023 19:43:50'	27.204
'03-Sep-2023 20:43:50'	27.26
'03-Sep-2023 21:43:50'	27.259
'03-Sep-2023 22:43:50'	27.259
'03-Sep-2023 23:43:50'	27.259
'04-Sep-2023 00:43:50'	27.259
'04-Sep-2023 01:43:50'	27.203
'04-Sep-2023 02:43:50'	27.091
'04-Sep-2023 03:43:50'	27.035
'04-Sep-2023 04:43:50'	26.98
'04-Sep-2023 05:43:50'	26.982
'04-Sep-2023 06:43:50'	26.925
'04-Sep-2023 07:43:50'	26.924
'04-Sep-2023 08:43:50'	27.035
'04-Sep-2023 09:43:50'	27.094
'04-Sep-2023 10:43:50'	26.98
'04-Sep-2023 11:43:50'	27.035
'04-Sep-2023 12:43:50'	26.925
'04-Sep-2023 13:43:50'	27.092
'04-Sep-2023 14:43:50'	27.092
'04-Sep-2023 15:43:50'	27.091
'04-Sep-2023 16:43:50'	27.147
'04-Sep-2023 17:43:50'	27.203
'04-Sep-2023 18:43:50'	27.259
'04-Sep-2023 19:43:50'	27.316
'04-Sep-2023 20:43:50'	27.259
'04-Sep-2023 21:43:50'	27.315
'04-Sep-2023 22:43:50'	27.092
'04-Sep-2023 23:43:50'	27.315
'05-Sep-2023 00:43:50'	27.259
'05-Sep-2023 01:43:50'	27.203
'05-Sep-2023 02:43:50'	27.036
'05-Sep-2023 03:43:50'	27.091
'05-Sep-2023 04:43:50'	27.035
'05-Sep-2023 05:43:50'	26.98
'05-Sep-2023 06:43:50'	26.924
'05-Sep-2023 07:43:50'	26.868
'05-Sep-2023 08:43:50'	26.869
'05-Sep-2023 09:43:50'	26.98
'05-Sep-2023 10:43:50'	26.98
'05-Sep-2023 11:43:50'	26.868
'05-Sep-2023 12:43:50'	26.924
'05-Sep-2023 13:43:50'	26.982
'05-Sep-2023 14:43:50'	26.979
'05-Sep-2023 15:43:50'	26.98
'05-Sep-2023 16:43:50'	27.092
'05-Sep-2023 17:43:50'	27.203
'05-Sep-2023 18:43:50'	27.147
'05-Sep-2023 19:43:50'	27.203
'05-Sep-2023 20:43:50'	27.035
'05-Sep-2023 21:43:50'	27.203
'05-Sep-2023 22:43:50'	27.203
'05-Sep-2023 23:43:50'	27.147
'06-Sep-2023 00:43:50'	27.092
'06-Sep-2023 01:43:50'	27.034
'06-Sep-2023 02:43:50'	26.98
'06-Sep-2023 03:43:50'	26.924
'06-Sep-2023 04:43:50'	26.924
'06-Sep-2023 05:43:50'	26.867
'06-Sep-2023 06:43:50'	26.813
'06-Sep-2023 07:43:50'	26.812
'06-Sep-2023 08:43:50'	26.756
'06-Sep-2023 09:43:50'	26.924
'06-Sep-2023 10:43:50'	26.924
'06-Sep-2023 11:43:50'	26.869
'06-Sep-2023 12:43:50'	26.98
'06-Sep-2023 13:43:50'	26.869
'06-Sep-2023 14:43:50'	26.979
'06-Sep-2023 15:43:50'	27.092
'06-Sep-2023 16:43:50'	27.091
'06-Sep-2023 17:43:50'	27.148
'06-Sep-2023 18:43:50'	27.148
'06-Sep-2023 19:43:50'	27.259
'06-Sep-2023 20:43:50'	27.259
'06-Sep-2023 21:43:50'	27.204
'06-Sep-2023 22:43:50'	27.148
'06-Sep-2023 23:43:50'	27.148
'07-Sep-2023 00:43:50'	27.204
'07-Sep-2023 01:43:50'	27.26
'07-Sep-2023 02:43:50'	27.148
'07-Sep-2023 03:43:50'	27.092
'07-Sep-2023 04:43:50'	27.092
'07-Sep-2023 05:43:50'	27.148
'07-Sep-2023 06:43:50'	27.092
'07-Sep-2023 07:43:50'	27.036
'07-Sep-2023 08:43:50'	27.036
'07-Sep-2023 09:43:50'	27.036
'07-Sep-2023 10:43:50'	26.925
'07-Sep-2023 11:43:50'	26.98
'07-Sep-2023 12:43:50'	26.98
'07-Sep-2023 13:43:50'	27.035
'07-Sep-2023 14:43:50'	27.204
'07-Sep-2023 15:43:50'	27.036
'07-Sep-2023 16:43:50'	27.26
'07-Sep-2023 17:43:50'	27.259
'07-Sep-2023 18:43:50'	27.372
'07-Sep-2023 19:43:50'	27.316
'07-Sep-2023 20:43:50'	27.372
'07-Sep-2023 21:43:50'	27.315
'07-Sep-2023 22:43:50'	27.26
'07-Sep-2023 23:43:50'	27.315
'08-Sep-2023 00:43:50'	27.315
'08-Sep-2023 01:43:50'	27.315
'08-Sep-2023 02:43:50'	27.316
'08-Sep-2023 03:43:50'	27.316
'08-Sep-2023 04:43:50'	27.259
'08-Sep-2023 05:43:50'	27.203
'08-Sep-2023 06:43:50'	27.146
'08-Sep-2023 07:43:50'	27.203
'08-Sep-2023 08:43:50'	27.259
'08-Sep-2023 09:43:50'	27.092
'08-Sep-2023 10:43:50'	26.98
'08-Sep-2023 11:43:50'	27.091
'08-Sep-2023 12:43:50'	27.036
'08-Sep-2023 13:43:50'	27.315
'08-Sep-2023 14:43:50'	27.315
'08-Sep-2023 15:43:50'	27.26
'08-Sep-2023 16:43:50'	27.316
'08-Sep-2023 17:43:50'	27.316
'08-Sep-2023 18:43:50'	27.428
'08-Sep-2023 19:43:50'	27.539
'08-Sep-2023 20:43:50'	27.484
'08-Sep-2023 21:43:50'	27.539
'08-Sep-2023 22:43:50'	27.539
'08-Sep-2023 23:43:50'	27.483
'09-Sep-2023 00:43:50'	27.372
'09-Sep-2023 01:43:50'	27.428
'09-Sep-2023 02:43:50'	27.259
'09-Sep-2023 03:43:50'	27.148
'09-Sep-2023 04:43:50'	27.091
'09-Sep-2023 05:43:50'	27.036
'09-Sep-2023 06:43:50'	27.035
'09-Sep-2023 07:43:50'	27.036
'09-Sep-2023 08:43:50'	27.036
'09-Sep-2023 09:43:50'	27.204
'09-Sep-2023 10:43:50'	26.98
'09-Sep-2023 11:43:50'	26.98
'09-Sep-2023 12:43:50'	27.091
'09-Sep-2023 13:43:50'	27.26
'09-Sep-2023 14:43:50'	27.315
'09-Sep-2023 15:43:50'	27.258
'09-Sep-2023 16:43:50'	27.595
'09-Sep-2023 17:43:50'	27.427
'09-Sep-2023 18:43:50'	27.651
'09-Sep-2023 19:43:50'	27.651
'09-Sep-2023 20:43:50'	27.707
'09-Sep-2023 21:43:50'	27.651
'09-Sep-2023 22:43:50'	27.651
'09-Sep-2023 23:43:50'	27.539
'10-Sep-2023 00:43:50'	27.539
'10-Sep-2023 01:43:50'	27.427
'10-Sep-2023 02:43:50'	27.316
'10-Sep-2023 03:43:50'	27.204
'10-Sep-2023 04:43:50'	27.203
'10-Sep-2023 05:43:50'	27.148
'10-Sep-2023 06:43:50'	27.092
'10-Sep-2023 07:43:50'	27.036
'10-Sep-2023 08:43:50'	27.034
'10-Sep-2023 09:43:50'	26.757
'10-Sep-2023 10:43:50'	27.091
'10-Sep-2023 11:43:50'	27.26
'10-Sep-2023 12:43:50'	27.259
'10-Sep-2023 13:43:50'	27.316
'10-Sep-2023 14:43:50'	27.427
'10-Sep-2023 15:43:50'	27.372
'10-Sep-2023 16:43:50'	27.372
'10-Sep-2023 17:43:50'	27.54
'10-Sep-2023 18:43:50'	27.651
'10-Sep-2023 19:43:50'	27.651
'10-Sep-2023 20:43:50'	27.707
'10-Sep-2023 21:43:50'	27.707
'10-Sep-2023 22:43:50'	27.651
'10-Sep-2023 23:43:50'	27.54
'11-Sep-2023 00:43:50'	27.595
'11-Sep-2023 01:43:50'	27.483
'11-Sep-2023 02:43:50'	27.372
'11-Sep-2023 03:43:50'	27.26
'11-Sep-2023 04:43:50'	27.204
'11-Sep-2023 05:43:50'	27.204
'11-Sep-2023 06:43:50'	27.148
'11-Sep-2023 07:43:50'	27.148
'11-Sep-2023 08:43:50'	27.092
'11-Sep-2023 09:43:50'	27.092
'11-Sep-2023 10:43:50'	27.092
'11-Sep-2023 11:43:50'	27.316
'11-Sep-2023 12:43:50'	27.372
'11-Sep-2023 13:43:50'	27.54
'11-Sep-2023 14:43:50'	27.539
'11-Sep-2023 15:43:50'	27.54
'11-Sep-2023 16:43:50'	27.54
'11-Sep-2023 17:43:50'	27.539
'11-Sep-2023 18:43:50'	27.651
'11-Sep-2023 19:43:50'	27.707
'11-Sep-2023 20:43:50'	27.706
'11-Sep-2023 21:43:50'	27.595
'11-Sep-2023 22:43:50'	27.595
'11-Sep-2023 23:43:50'	27.427
'12-Sep-2023 00:43:50'	27.315
'12-Sep-2023 01:43:50'	27.259
'12-Sep-2023 02:43:50'	27.26
'12-Sep-2023 03:43:50'	27.203
'12-Sep-2023 04:43:50'	27.174
'12-Sep-2023 05:43:50'	27.092
'12-Sep-2023 06:43:50'	27.036
'12-Sep-2023 07:43:50'	26.98
'12-Sep-2023 08:43:50'	26.981
'12-Sep-2023 09:43:50'	27.037
'12-Sep-2023 10:43:50'	26.98
'12-Sep-2023 11:43:50'	27.316
'12-Sep-2023 12:43:50'	27.315
'12-Sep-2023 13:43:50'	27.372
'12-Sep-2023 14:43:50'	27.316
'12-Sep-2023 15:43:50'	27.427
'12-Sep-2023 16:43:50'	27.482
'12-Sep-2023 17:43:50'	27.595
'12-Sep-2023 18:43:50'	27.551
'12-Sep-2023 19:43:50'	27.595
'12-Sep-2023 20:43:50'	27.596
'12-Sep-2023 21:43:50'	27.539
'12-Sep-2023 22:43:50'	27.539
'12-Sep-2023 23:43:50'	27.372
'13-Sep-2023 00:43:50'	27.26
'13-Sep-2023 01:43:50'	27.259
'13-Sep-2023 02:43:50'	27.204
'13-Sep-2023 03:43:50'	27.203
'13-Sep-2023 04:43:50'	27.147
'13-Sep-2023 05:43:50'	27.092
'13-Sep-2023 06:43:50'	27.036
'13-Sep-2023 07:43:50'	27.036
'13-Sep-2023 08:43:50'	27.036
'13-Sep-2023 09:43:50'	26.98
'13-Sep-2023 10:43:50'	26.981
'13-Sep-2023 11:43:50'	27.037
'13-Sep-2023 12:43:50'	27.204
'13-Sep-2023 13:43:50'	27.316
'13-Sep-2023 14:43:50'	27.316
'13-Sep-2023 15:43:50'	27.316
'13-Sep-2023 16:43:50'	27.259
'13-Sep-2023 17:43:50'	27.26
'13-Sep-2023 18:43:50'	27.316
'13-Sep-2023 19:43:50'	27.372
'13-Sep-2023 20:43:50'	27.428
'13-Sep-2023 21:43:50'	27.372
'13-Sep-2023 22:43:50'	27.316
'13-Sep-2023 23:43:50'	27.148
'14-Sep-2023 00:43:50'	27.148
'14-Sep-2023 01:43:50'	27.092
'14-Sep-2023 02:43:50'	27.036
'14-Sep-2023 03:43:50'	27.036
'14-Sep-2023 04:43:50'	26.98
'14-Sep-2023 05:43:50'	26.925
'14-Sep-2023 06:43:50'	26.925
'14-Sep-2023 07:43:50'	26.924
'14-Sep-2023 08:43:50'	26.869
'14-Sep-2023 09:43:50'	26.867
'14-Sep-2023 10:43:50'	26.925
'14-Sep-2023 11:43:50'	26.98
'14-Sep-2023 12:43:50'	27.036
'14-Sep-2023 13:43:50'	27.204
'14-Sep-2023 14:43:50'	27.204
'14-Sep-2023 15:43:50'	27.203
'14-Sep-2023 16:43:50'	27.316
'14-Sep-2023 17:43:50'	27.314
'14-Sep-2023 18:43:50'	27.316
'14-Sep-2023 19:43:50'	27.315
'14-Sep-2023 20:43:50'	27.259
'14-Sep-2023 21:43:50'	27.372
'14-Sep-2023 22:43:50'	27.316
'14-Sep-2023 23:43:50'	27.26
'15-Sep-2023 00:43:50'	27.148
'15-Sep-2023 01:43:50'	27.036
'15-Sep-2023 02:43:50'	27.036
'15-Sep-2023 03:43:50'	26.981
'15-Sep-2023 04:43:50'	26.981
'15-Sep-2023 05:43:50'	26.925
'15-Sep-2023 06:43:50'	26.925
'15-Sep-2023 07:43:50'	26.867
'15-Sep-2023 08:43:50'	26.869
'15-Sep-2023 09:43:50'	26.894
'15-Sep-2023 10:43:50'	26.757
'15-Sep-2023 11:43:50'	27.036
'15-Sep-2023 12:43:50'	27.093
'15-Sep-2023 13:43:50'	27.092
'15-Sep-2023 14:43:50'	27.148
'15-Sep-2023 15:43:50'	27.148
'15-Sep-2023 16:43:50'	27.26
'15-Sep-2023 17:43:50'	27.372
'15-Sep-2023 18:43:50'	27.316
'15-Sep-2023 19:43:50'	27.372
'15-Sep-2023 20:43:50'	27.26
'15-Sep-2023 21:43:50'	27.315
'15-Sep-2023 22:43:50'	27.259
'15-Sep-2023 23:43:50'	27.148
'16-Sep-2023 00:43:50'	27.036
'16-Sep-2023 01:43:50'	27.036
'16-Sep-2023 02:43:50'	26.981
'16-Sep-2023 03:43:50'	26.98
'16-Sep-2023 04:43:50'	26.925
'16-Sep-2023 05:43:50'	26.925
'16-Sep-2023 06:43:50'	26.869
'16-Sep-2023 07:43:50'	26.869
'16-Sep-2023 08:43:50'	26.869
'16-Sep-2023 09:43:50'	26.813
'16-Sep-2023 10:43:50'	26.645
'16-Sep-2023 11:43:50'	26.925
'16-Sep-2023 12:43:50'	26.869
'16-Sep-2023 13:43:50'	27.036
'16-Sep-2023 14:43:50'	27.036
'16-Sep-2023 15:43:50'	27.036
'16-Sep-2023 16:43:50'	27.092
'16-Sep-2023 17:43:50'	27.148
'16-Sep-2023 18:43:50'	27.26
'16-Sep-2023 19:43:50'	27.204
'16-Sep-2023 20:43:50'	27.259
'16-Sep-2023 21:43:50'	27.148
'16-Sep-2023 22:43:50'	27.26
'16-Sep-2023 23:43:50'	27.204
'17-Sep-2023 00:43:50'	27.092
'17-Sep-2023 01:43:50'	27.036
'17-Sep-2023 02:43:50'	26.981
'17-Sep-2023 03:43:50'	26.925
'17-Sep-2023 04:43:50'	26.924
'17-Sep-2023 05:43:50'	26.924
'17-Sep-2023 06:43:50'	26.869
'17-Sep-2023 07:43:50'	26.868
'17-Sep-2023 08:43:50'	26.869
'17-Sep-2023 09:43:50'	26.813
'17-Sep-2023 10:43:50'	26.757
'17-Sep-2023 11:43:50'	26.867
'17-Sep-2023 12:43:50'	27.036
'17-Sep-2023 13:43:50'	27.035
'17-Sep-2023 14:43:50'	27.035
'17-Sep-2023 15:43:50'	27.091
'17-Sep-2023 16:43:50'	27.204
'17-Sep-2023 17:43:50'	27.26
'17-Sep-2023 18:43:50'	27.26
'17-Sep-2023 19:43:50'	27.259
'17-Sep-2023 20:43:50'	27.204
'17-Sep-2023 21:43:50'	27.148
'17-Sep-2023 22:43:50'	27.147
'17-Sep-2023 23:43:50'	27.26
'18-Sep-2023 00:43:50'	27.148
'18-Sep-2023 01:43:50'	27.036
'18-Sep-2023 02:43:50'	26.925
'18-Sep-2023 03:43:50'	26.925
'18-Sep-2023 04:43:50'	26.869
'18-Sep-2023 05:43:50'	26.814
'18-Sep-2023 06:43:50'	26.813
'18-Sep-2023 07:43:50'	26.757
'18-Sep-2023 08:43:50'	26.757
'18-Sep-2023 09:43:50'	26.757
'18-Sep-2023 10:43:50'	26.757
'18-Sep-2023 11:43:50'	26.869
'18-Sep-2023 12:43:50'	26.813
'18-Sep-2023 13:43:50'	26.98
'18-Sep-2023 14:43:50'	27.035
'18-Sep-2023 15:43:50'	26.979
'18-Sep-2023 16:43:50'	27.148
'18-Sep-2023 17:43:50'	27.092
'18-Sep-2023 18:43:50'	27.148
'18-Sep-2023 19:43:50'	27.204
'18-Sep-2023 20:43:50'	27.148
'18-Sep-2023 21:43:50'	27.147
'18-Sep-2023 22:43:50'	27.092
'18-Sep-2023 23:43:50'	27.147
'19-Sep-2023 00:43:50'	27.036
'19-Sep-2023 01:43:50'	27.036
'19-Sep-2023 02:43:50'	27.036
'19-Sep-2023 03:43:50'	27.035
'19-Sep-2023 04:43:50'	26.981
'19-Sep-2023 05:43:50'	27.092
'19-Sep-2023 06:43:50'	26.981
'19-Sep-2023 07:43:50'	26.924
'19-Sep-2023 08:43:50'	26.868
'19-Sep-2023 09:43:50'	26.98
'19-Sep-2023 10:43:50'	27.036
'19-Sep-2023 11:43:50'	26.947
'19-Sep-2023 12:43:50'	26.981
'19-Sep-2023 13:43:50'	26.981
'19-Sep-2023 14:43:50'	26.98
'19-Sep-2023 15:43:50'	26.98
'19-Sep-2023 16:43:50'	27.092
'19-Sep-2023 17:43:50'	27.092
'19-Sep-2023 18:43:50'	27.092
'19-Sep-2023 19:43:50'	27.148
'19-Sep-2023 20:43:50'	27.035
'19-Sep-2023 21:43:50'	26.868
'19-Sep-2023 22:43:50'	26.813
'19-Sep-2023 23:43:50'	26.757
'20-Sep-2023 00:43:50'	26.701
'20-Sep-2023 01:43:50'	26.701
'20-Sep-2023 02:43:50'	26.645
'20-Sep-2023 03:43:50'	26.589
'20-Sep-2023 04:43:50'	26.589
'20-Sep-2023 05:43:50'	26.533
'20-Sep-2023 06:43:50'	26.533
'20-Sep-2023 07:43:50'	26.478
'20-Sep-2023 08:43:50'	26.477
'20-Sep-2023 09:43:50'	26.476
'20-Sep-2023 10:43:50'	26.476
'20-Sep-2023 11:43:50'	26.533
'20-Sep-2023 12:43:50'	26.646
'20-Sep-2023 13:43:50'	26.701
'20-Sep-2023 14:43:50'	26.812
'20-Sep-2023 15:43:50'	26.813
'20-Sep-2023 16:43:50'	26.869
'20-Sep-2023 17:43:50'	26.869
'20-Sep-2023 18:43:50'	26.925
'20-Sep-2023 19:43:50'	26.869
'20-Sep-2023 20:43:50'	26.812
'20-Sep-2023 21:43:50'	26.645
'20-Sep-2023 22:43:50'	26.589
'20-Sep-2023 23:43:50'	26.589
'21-Sep-2023 00:43:50'	26.59
'21-Sep-2023 01:43:50'	26.577
'21-Sep-2023 02:43:50'	26.533
'21-Sep-2023 03:43:50'	26.536
'21-Sep-2023 04:43:50'	26.479
'21-Sep-2023 05:43:50'	26.423
'21-Sep-2023 06:43:50'	26.365
'21-Sep-2023 07:43:50'	26.309
'21-Sep-2023 08:43:50'	26.365
'21-Sep-2023 09:43:50'	26.364
'21-Sep-2023 10:43:50'	26.366
'21-Sep-2023 11:43:50'	26.365
'21-Sep-2023 12:43:50'	26.589
'21-Sep-2023 13:43:50'	26.701
'21-Sep-2023 14:43:50'	26.706
'21-Sep-2023 15:43:50'	26.589
'21-Sep-2023 16:43:50'	26.645
'21-Sep-2023 17:43:50'	26.589
'21-Sep-2023 18:43:50'	26.645
'21-Sep-2023 19:43:50'	26.701
'21-Sep-2023 20:43:50'	26.756
'21-Sep-2023 21:43:50'	26.589
'21-Sep-2023 22:43:50'	26.533
'21-Sep-2023 23:43:50'	26.477
'22-Sep-2023 00:43:50'	26.42
'22-Sep-2023 01:43:50'	26.421
'22-Sep-2023 02:43:50'	26.421
'22-Sep-2023 03:43:50'	26.365
'22-Sep-2023 04:43:50'	26.365
'22-Sep-2023 05:43:50'	26.365
'22-Sep-2023 06:43:50'	26.364
'22-Sep-2023 07:43:50'	26.365
'22-Sep-2023 08:43:50'	26.365
'22-Sep-2023 09:43:51'	26.365
'22-Sep-2023 10:43:50'	26.365
'22-Sep-2023 11:43:50'	26.309
'22-Sep-2023 12:43:50'	26.421
'22-Sep-2023 13:43:50'	26.365
'22-Sep-2023 14:43:50'	26.365
'22-Sep-2023 15:43:50'	26.253
'22-Sep-2023 16:43:50'	26.366
'22-Sep-2023 17:43:50'	26.254
'22-Sep-2023 18:43:50'	26.365
'22-Sep-2023 19:43:50'	26.366
'22-Sep-2023 20:43:50'	26.309
'22-Sep-2023 21:43:50'	26.309
'22-Sep-2023 22:43:50'	26.253
'22-Sep-2023 23:43:50'	26.198
'23-Sep-2023 00:43:50'	26.197
'23-Sep-2023 01:43:50'	26.141
'23-Sep-2023 02:43:50'	26.141
'23-Sep-2023 03:43:50'	26.086
'23-Sep-2023 04:43:50'	26.03
'23-Sep-2023 05:43:50'	25.974
'23-Sep-2023 06:43:50'	25.918
'23-Sep-2023 07:43:50'	25.918
'23-Sep-2023 08:43:50'	25.862
'23-Sep-2023 09:43:50'	25.917
'23-Sep-2023 10:43:50'	25.862
'23-Sep-2023 11:43:50'	25.806
'23-Sep-2023 12:43:50'	25.918
'23-Sep-2023 13:43:50'	25.974
'23-Sep-2023 14:43:50'	26.085
'23-Sep-2023 15:43:50'	25.974
'23-Sep-2023 16:43:50'	25.75
'23-Sep-2023 17:43:50'	25.806
'23-Sep-2023 18:43:50'	25.526
'23-Sep-2023 19:43:50'	25.918
'23-Sep-2023 20:43:50'	25.861
'23-Sep-2023 21:43:50'	25.75
'23-Sep-2023 22:43:50'	25.694
'23-Sep-2023 23:43:50'	25.694
'24-Sep-2023 00:43:50'	25.583
'24-Sep-2023 01:43:50'	25.583
'24-Sep-2023 02:43:50'	25.527
'24-Sep-2023 03:43:50'	25.47
'24-Sep-2023 04:43:50'	25.414
'24-Sep-2023 05:43:50'	25.414
'24-Sep-2023 06:43:50'	25.302
'24-Sep-2023 07:43:50'	25.191
'24-Sep-2023 08:43:50'	25.302
'24-Sep-2023 09:43:50'	25.134
'24-Sep-2023 10:43:50'	25.079
'24-Sep-2023 11:43:50'	25.471
'24-Sep-2023 12:43:50'	25.582
'24-Sep-2023 13:43:50'	25.582
'24-Sep-2023 14:43:50'	25.694
'24-Sep-2023 15:43:50'	25.694
'24-Sep-2023 16:43:50'	25.694
'24-Sep-2023 17:43:50'	25.694
'24-Sep-2023 18:43:50'	25.693
'24-Sep-2023 19:43:50'	25.639
'24-Sep-2023 20:43:50'	25.583
'24-Sep-2023 21:43:50'	25.527
'24-Sep-2023 22:43:50'	25.414
'24-Sep-2023 23:43:50'	25.358
'25-Sep-2023 00:43:50'	25.302
'25-Sep-2023 01:43:50'	25.246
'25-Sep-2023 02:43:50'	25.19
'25-Sep-2023 03:43:50'	25.135
'25-Sep-2023 04:43:50'	25.134
'25-Sep-2023 05:43:50'	25.078
'25-Sep-2023 06:43:50'	25.078
'25-Sep-2023 07:43:50'	25.024
'25-Sep-2023 08:43:50'	24.911
'25-Sep-2023 09:43:50'	24.855
'25-Sep-2023 10:43:50'	24.967
'25-Sep-2023 11:43:50'	24.911
'25-Sep-2023 12:43:50'	25.191
'25-Sep-2023 13:43:50'	25.246
'25-Sep-2023 14:43:50'	25.246
'25-Sep-2023 15:43:50'	25.359
'25-Sep-2023 16:43:50'	25.359
'25-Sep-2023 17:43:50'	25.414
'25-Sep-2023 18:43:50'	25.414
'25-Sep-2023 19:43:50'	25.414
'25-Sep-2023 20:43:50'	25.359
'25-Sep-2023 21:43:50'	25.358
'25-Sep-2023 22:43:50'	25.359
'25-Sep-2023 23:43:50'	25.302
'26-Sep-2023 00:43:50'	25.246
'26-Sep-2023 01:43:50'	25.248
'26-Sep-2023 02:43:50'	25.19
'26-Sep-2023 03:43:50'	25.134
'26-Sep-2023 04:43:50'	25.076
'26-Sep-2023 05:43:50'	25.022
'26-Sep-2023 06:43:50'	25.025
'26-Sep-2023 07:43:50'	24.967
'26-Sep-2023 08:43:50'	24.911
'26-Sep-2023 09:43:51'	24.967
'26-Sep-2023 10:43:50'	25.023
'26-Sep-2023 11:43:50'	25.079
'26-Sep-2023 12:43:50'	25.135
'26-Sep-2023 13:43:50'	25.19
'26-Sep-2023 14:43:50'	25.246
'26-Sep-2023 15:43:50'	25.246
'26-Sep-2023 16:43:50'	25.303
'26-Sep-2023 17:43:50'	25.303
'26-Sep-2023 18:43:50'	25.358
'26-Sep-2023 19:43:50'	25.302
'26-Sep-2023 20:43:50'	25.302
'26-Sep-2023 21:43:50'	25.302
'26-Sep-2023 22:43:50'	25.302
'26-Sep-2023 23:43:50'	25.301
'27-Sep-2023 00:43:50'	25.276
'27-Sep-2023 01:43:50'	25.245
'27-Sep-2023 02:43:50'	25.246
